sequence number,RSSI,send time,content
1,-69,16:34:43,$00167#00000001#-069#1680078883437#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-86.10 RSRQ:-6.90 TAC:646 Id:73 EARFCN:3716 PWR:-71.42 PAGING:256 CID:0xB3FEA25 BAND:8 BW:20000?
2,-77,16:35:11,$00168#00000002#-077#1680078911929#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-98.30 RSRQ:-14.80 TAC:646 Id:73 EARFCN:3716 PWR:-75.72 PAGING:256 CID:0xB3FEA25 BAND:8 BW:20000?
3,-63,16:35:40,$00168#00000003#-063#1680078940440#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-79.10 RSRQ:-10.90 TAC:646 Id:89 EARFCN:3716 PWR:-60.42 PAGING:256 CID:0xB3FEA27 BAND:8 BW:20000?
4,-71,16:36:08,$00167#00000004#-071#1680078968947#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-82.40 RSRQ:-6.50 TAC:646 Id:89 EARFCN:3716 PWR:-68.12 PAGING:256 CID:0xB3FEA27 BAND:8 BW:20000?
5,-51,16:36:37,$00169#00000005#-051#1680078997456#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-94.60 RSRQ:-33.70 TAC:616 Id:374 EARFCN:1209 PWR:-53.12 PAGING:256 CID:0xB517E24 BAND:3 BW:20000?
6,-65,16:37:05,$00168#00000006#-065#1680079025955#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-80.50 RSRQ:-7.90 TAC:616 Id:374 EARFCN:1209 PWR:-64.82 PAGING:256 CID:0xB517E24 BAND:3 BW:20000?
7,-69,16:37:34,$00036#00000007#-069#1680079054459#?
8,-71,16:38:02,$00168#00000008#-071#1680079082954#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-92.00 RSRQ:-7.00 TAC:616 Id:374 EARFCN:1209 PWR:-77.22 PAGING:256 CID:0xB517E24 BAND:3 BW:20000?
9,-79,16:38:31,$00170#00000009#-079#1680079111457#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-100.80 RSRQ:-17.30 TAC:616 Id:374 EARFCN:1209 PWR:-75.72 PAGING:256 CID:0xB517E24 BAND:3 BW:20000?
10,-77,16:38:59,$00169#00000010#-077#1680079139964#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-96.50 RSRQ:-16.90 TAC:616 Id:374 EARFCN:1209 PWR:-71.82 PAGING:256 CID:0xB517E24 BAND:3 BW:20000?
11,-57,16:39:28,$00167#00000011#-057#1680079168473#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-71.70 RSRQ:-9.40 TAC:616 Id:53 EARFCN:3716 PWR:-54.52 PAGING:256 CID:0xB401C25 BAND:8 BW:20000?
12,-55,16:39:56,$00169#00000012#-055#1680079196965#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-77.30 RSRQ:-13.40 TAC:616 Id:256 EARFCN:3716 PWR:-56.12 PAGING:256 CID:0xB401C26 BAND:8 BW:20000?
13,-65,16:40:25,$00168#00000013#-065#1680079225472#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-81.40 RSRQ:-9.80 TAC:616 Id:256 EARFCN:3716 PWR:-63.82 PAGING:256 CID:0xB401C26 BAND:8 BW:20000?
14,-79,16:40:53,$00169#00000014#-079#1680079253981#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-98.90 RSRQ:-12.80 TAC:616 Id:256 EARFCN:3716 PWR:-78.32 PAGING:256 CID:0xB401C26 BAND:8 BW:20000?
15,-67,16:41:22,$00169#00000015#-067#1680079282489#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-95.40 RSRQ:-25.60 TAC:616 Id:256 EARFCN:3716 PWR:-62.02 PAGING:256 CID:0xB401C26 BAND:8 BW:20000?
16,-75,16:41:50,$00169#00000016#-075#1680079310994#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-97.50 RSRQ:-16.60 TAC:616 Id:336 EARFCN:3716 PWR:-73.12 PAGING:256 CID:0xB627C25 BAND:8 BW:20000?
17,-65,16:42:19,$00167#00000017#-065#1680079339504#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-83.90 RSRQ:4.90 TAC:616 Id:215 EARFCN:3716 PWR:-81.02 PAGING:256 CID:0xB627C26 BAND:8 BW:20000?
18,-81,16:42:48,$00168#00000018#-081#1680079368009#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-87.00 RSRQ:-7.80 TAC:616 Id:215 EARFCN:3716 PWR:-71.42 PAGING:256 CID:0xB627C26 BAND:8 BW:20000?
19,-87,16:43:16,$00170#00000019#-087#1680079396521#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-102.50 RSRQ:-10.90 TAC:616 Id:215 EARFCN:3716 PWR:-83.82 PAGING:256 CID:0xB627C26 BAND:8 BW:20000?
20,-75,16:43:45,$00168#00000020#-075#1680079425031#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-94.40 RSRQ:-9.50 TAC:616 Id:215 EARFCN:3716 PWR:-77.12 PAGING:256 CID:0xB627C26 BAND:8 BW:20000?
21,-79,16:44:13,$00169#00000021#-079#1680079453527#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-99.40 RSRQ:-13.90 TAC:616 Id:215 EARFCN:3716 PWR:-77.72 PAGING:256 CID:0xB627C26 BAND:8 BW:20000?
22,-71,16:44:42,$00167#00000022#-071#1680079482037#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-71.40 RSRQ:-7.60 TAC:616 Id:92 EARFCN:3716 PWR:-56.02 PAGING:256 CID:0xB582226 BAND:8 BW:20000?
23,-53,16:45:10,$00036#00000023#-053#1680079510536#?
24,-71,16:45:39,$00168#00000024#-071#1680079539040#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-88.60 RSRQ:-9.90 TAC:616 Id:214 EARFCN:3716 PWR:-70.92 PAGING:256 CID:0xB582225 BAND:8 BW:20000?
25,-83,16:46:07,$00168#00000025#-083#1680079567541#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-96.70 RSRQ:-9.80 TAC:616 Id:214 EARFCN:3716 PWR:-79.12 PAGING:256 CID:0xB582225 BAND:8 BW:20000?
26,-81,16:46:36,$00168#00000026#-081#1680079596042#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-86.90 RSRQ:-8.30 TAC:616 Id:168 EARFCN:3716 PWR:-70.82 PAGING:256 CID:0xB409427 BAND:8 BW:20000?
27,-51,16:47:04,$00169#00000027#-051#1680079624543#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-56.50 RSRQ:-13.70 TAC:616 Id:168 EARFCN:3716 PWR:-35.02 PAGING:256 CID:0xB409427 BAND:8 BW:20000?
28,-87,16:47:33,$00036#00000028#-087#1680079653039#?
29,-89,16:48:01,$00170#00000029#-089#1680079681538#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-113.50 RSRQ:-18.30 TAC:616 Id:247 EARFCN:3716 PWR:-87.42 PAGING:256 CID:0xB1F4B27 BAND:8 BW:20000?
30,-75,16:48:30,$00168#00000030#-075#1680079710037#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-96.20 RSRQ:-7.60 TAC:616 Id:247 EARFCN:3716 PWR:-80.82 PAGING:256 CID:0xB1F4B27 BAND:8 BW:20000?
31,-71,16:48:58,$00169#00000031#-071#1680079738537#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-93.10 RSRQ:-15.40 TAC:616 Id:333 EARFCN:1209 PWR:-69.92 PAGING:256 CID:0xB1F4B23 BAND:3 BW:20000?
32,-85,16:49:27,$00170#00000032#-085#1680079767038#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-107.40 RSRQ:-10.90 TAC:616 Id:333 EARFCN:1209 PWR:-88.72 PAGING:256 CID:0xB1F4B23 BAND:3 BW:20000?
33,-87,16:49:55,$00170#00000033#-087#1680079795538#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-107.30 RSRQ:-14.20 TAC:616 Id:195 EARFCN:1209 PWR:-85.32 PAGING:256 CID:0xB406C22 BAND:3 BW:20000?
34,85,16:50:24,$00036#00000034#0085#1680079824034#?
35,-75,16:50:52,$00168#00000035#-075#1680079852539#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-89.00 RSRQ:-10.70 TAC:616 Id:76 EARFCN:1209 PWR:-70.52 PAGING:256 CID:0xB40A723 BAND:3 BW:20000?
36,-71,16:51:21,$00169#00000036#-071#1680079881042#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-88.10 RSRQ:-11.50 TAC:616 Id:195 EARFCN:3716 PWR:-68.82 PAGING:256 CID:0xB406C25 BAND:8 BW:20000?
37,-59,16:51:49,$00168#00000037#-059#1680079909542#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-74.70 RSRQ:-9.60 TAC:616 Id:203 EARFCN:3716 PWR:-57.32 PAGING:256 CID:0xB406C26 BAND:8 BW:20000?
38,-71,16:52:18,$00168#00000038#-071#1680079938041#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-85.40 RSRQ:-7.70 TAC:616 Id:203 EARFCN:3716 PWR:-69.92 PAGING:256 CID:0xB406C26 BAND:8 BW:20000?
39,-55,16:52:46,$00167#00000039#-055#1680079966543#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-68.40 RSRQ:-9.10 TAC:616 Id:26 EARFCN:1209 PWR:-51.52 PAGING:256 CID:0xB521422 BAND:3 BW:20000?
40,-53,16:53:15,$00167#00000040#-053#1680079995029#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-77.40 RSRQ:-9.10 TAC:616 Id:26 EARFCN:1209 PWR:-60.52 PAGING:256 CID:0xB521422 BAND:3 BW:20000?
41,-59,16:53:43,$00167#00000041#-059#1680080023528#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-71.80 RSRQ:-9.40 TAC:616 Id:26 EARFCN:1209 PWR:-54.62 PAGING:256 CID:0xB521422 BAND:3 BW:20000?
42,-59,16:54:12,$00169#00000042#-059#1680080052013#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-93.30 RSRQ:-28.40 TAC:616 Id:360 EARFCN:3716 PWR:-57.12 PAGING:256 CID:0xB521327 BAND:8 BW:20000?
43,-65,16:54:40,$00168#00000043#-065#1680080080514#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-95.40 RSRQ:-13.90 TAC:616 Id:84 EARFCN:3716 PWR:-73.72 PAGING:256 CID:0xB6E8E25 BAND:8 BW:20000?
44,-59,16:55:09,$00167#00000044#-059#1680080109015#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-75.00 RSRQ:-9.60 TAC:616 Id:84 EARFCN:3716 PWR:-57.62 PAGING:256 CID:0xB6E8E25 BAND:8 BW:20000?
45,-67,16:55:37,$00036#00000045#-067#1680080137510#?
46,-59,16:56:06,$00169#00000046#-059#1680080166012#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-83.80 RSRQ:-18.00 TAC:616 Id:500 EARFCN:1209 PWR:-58.02 PAGING:256 CID:0xB366124 BAND:3 BW:20000?
47,-59,16:56:40,$00168#00000047#-059#1680080200054#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-73.30 RSRQ:-4.60 TAC:616 Id:133 EARFCN:1209 PWR:-60.92 PAGING:256 CID:0xB366123 BAND:3 BW:20000?
48,-71,16:57:08,$00168#00000048#-071#1680080228546#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-81.20 RSRQ:-9.70 TAC:616 Id:133 EARFCN:1209 PWR:-63.72 PAGING:256 CID:0xB366123 BAND:3 BW:20000?
49,-73,16:57:37,$00170#00000049#-073#1680080257032#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-102.00 RSRQ:-24.70 TAC:616 Id:133 EARFCN:1209 PWR:-69.52 PAGING:256 CID:0xB366123 BAND:3 BW:20000?
50,-73,16:58:05,$00171#00000050#-073#1680080285529#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-180.10 RSRQ:-125.60 TAC:616 Id:450 EARFCN:3716 PWR:-46.72 PAGING:256 CID:0xB363925 BAND:8 BW:20000?
51,-75,16:58:34,$00169#00000051#-075#1680080314034#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-91.30 RSRQ:-11.70 TAC:616 Id:481 EARFCN:3716 PWR:-71.82 PAGING:256 CID:0xB41E825 BAND:8 BW:20000?
52,-61,16:59:02,$00171#00000052#-061#1680080342528#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-180.10 RSRQ:-114.60 TAC:616 Id:481 EARFCN:3716 PWR:-57.72 PAGING:256 CID:0xB41E825 BAND:8 BW:20000?
53,-55,16:59:31,$00036#00000053#-055#1680080371022#?
54,-69,16:59:59,$00169#00000054#-069#1680080399527#+SQNMONI: Singtel Cc:525 Nc:01 RSRP:-86.50 RSRQ:-15.40 TAC:616 Id:372 EARFCN:1209 PWR:-63.32 PAGING:256 CID:0xB41E823 BAND:3 BW:20000?
55,-69,17:00:28,$00036#00000055#-069#1680080428018#?
56,-69,17:00:56,$00036#00000056#-069#1680080456513#?
57,-69,17:01:25,$00036#00000057#-069#1680080485001#?
58,-69,17:01:53,$00036#00000058#-069#1680080513486#?
59,-69,17:02:21,$00036#00000059#-069#1680080541968#?
60,-69,17:02:50,$00036#00000060#-069#1680080570468#?
61,-69,17:03:18,$00036#00000061#-069#1680080598964#?
62,-69,17:03:47,$00036#00000062#-069#1680080627455#?
63,-69,17:04:15,$00036#00000063#-069#1680080655948#?
64,-69,17:04:44,$00036#00000064#-069#1680080684443#?
65,-69,17:05:12,$00036#00000065#-069#1680080712917#?
66,-69,17:05:41,$00036#00000066#-069#1680080741411#?
67,-69,17:06:09,$00036#00000067#-069#1680080769906#?
